"GEO_ID","NAME","P1_001N",
"Geography","Geographic Area Name"," !!Total",
"1400000US39049007722","Census Tract 77.22; Franklin County; Ohio","3673",
"1400000US39049007730","Census Tract 77.30; Franklin County; Ohio","3221",
"1400000US39049007740","Census Tract 77.40; Franklin County; Ohio","1743",
"1400000US39049007811","Census Tract 78.11; Franklin County; Ohio","3621",
"1400000US39049007812","Census Tract 78.12; Franklin County; Ohio","4931",
"1400000US39049007820","Census Tract 78.20; Franklin County; Ohio","3784",
"1400000US39049007830","Census Tract 78.30; Franklin County; Ohio","3691",
"1400000US39049007922","Census Tract 79.22; Franklin County; Ohio","6201",
"1400000US39049007931","Census Tract 79.31; Franklin County; Ohio","4305",
"1400000US39049007941","Census Tract 79.41; Franklin County; Ohio","3258",
"1400000US39049007955","Census Tract 79.55; Franklin County; Ohio","3364",
"1400000US39049007956","Census Tract 79.56; Franklin County; Ohio","4747",
"1400000US39049007957","Census Tract 79.57; Franklin County; Ohio","4940",
"1400000US39049007958","Census Tract 79.58; Franklin County; Ohio","3330",
"1400000US39049007959","Census Tract 79.59; Franklin County; Ohio","1962",
"1400000US39049007960","Census Tract 79.60; Franklin County; Ohio","4926",
"1400000US39049007961","Census Tract 79.61; Franklin County; Ohio","4974",
"1400000US39049007962","Census Tract 79.62; Franklin County; Ohio","5249",
"1400000US39049007963","Census Tract 79.63; Franklin County; Ohio","3065",
"1400000US39049007964","Census Tract 79.64; Franklin County; Ohio","6496",
"1400000US39049007965","Census Tract 79.65; Franklin County; Ohio","3863",
"1400000US39049007966","Census Tract 79.66; Franklin County; Ohio","5332",
"1400000US39049008001","Census Tract 80.01; Franklin County; Ohio","3350",
"1400000US39049008002","Census Tract 80.02; Franklin County; Ohio","3487",
"1400000US39049008110","Census Tract 81.10; Franklin County; Ohio","4245",
"1400000US39049008120","Census Tract 81.20; Franklin County; Ohio","4101",
"1400000US39049008132","Census Tract 81.32; Franklin County; Ohio","7202",
"1400000US39049008163","Census Tract 81.63; Franklin County; Ohio","3622",
"1400000US39049008164","Census Tract 81.64; Franklin County; Ohio","4573",
"1400000US39049008165","Census Tract 81.65; Franklin County; Ohio","2544",
"1400000US39049008166","Census Tract 81.66; Franklin County; Ohio","5601",
"1400000US39049008167","Census Tract 81.67; Franklin County; Ohio","4078",
"1400000US39049008168","Census Tract 81.68; Franklin County; Ohio","3517",
"1400000US39049008169","Census Tract 81.69; Franklin County; Ohio","5235",
"1400000US39049008170","Census Tract 81.70; Franklin County; Ohio","5083",
"1400000US39049008171","Census Tract 81.71; Franklin County; Ohio","3505",
"1400000US39049008172","Census Tract 81.72; Franklin County; Ohio","5597",
"1400000US39049008210","Census Tract 82.10; Franklin County; Ohio","2321",
"1400000US39049008230","Census Tract 82.30; Franklin County; Ohio","3178",
"1400000US39049008241","Census Tract 82.41; Franklin County; Ohio","2559",
"1400000US39049008242","Census Tract 82.42; Franklin County; Ohio","6316",
"1400000US39049008311","Census Tract 83.11; Franklin County; Ohio","4686",
"1400000US39049008312","Census Tract 83.12; Franklin County; Ohio","5027",
"1400000US39049008321","Census Tract 83.21; Franklin County; Ohio","2530",
"1400000US39049008322","Census Tract 83.22; Franklin County; Ohio","4837",
"1400000US39049008330","Census Tract 83.30; Franklin County; Ohio","1847",
"1400000US39049008340","Census Tract 83.40; Franklin County; Ohio","6354",
"1400000US39049008350","Census Tract 83.50; Franklin County; Ohio","7668",
"1400000US39049008360","Census Tract 83.60; Franklin County; Ohio","6690",
"1400000US39049008380","Census Tract 83.80; Franklin County; Ohio","5128",
"1400000US39049008381","Census Tract 83.81; Franklin County; Ohio","4426",
"1400000US39049008382","Census Tract 83.82; Franklin County; Ohio","3715",
"1400000US39049008400","Census Tract 84; Franklin County; Ohio","3161",
"1400000US39049008500","Census Tract 85; Franklin County; Ohio","5702",
"1400000US39049008710","Census Tract 87.10; Franklin County; Ohio","2593",
"1400000US39049008720","Census Tract 87.20; Franklin County; Ohio","3507",
"1400000US39049008730","Census Tract 87.30; Franklin County; Ohio","1987",
"1400000US39049008811","Census Tract 88.11; Franklin County; Ohio","1774",
"1400000US39049008812","Census Tract 88.12; Franklin County; Ohio","3393",
"1400000US39049008813","Census Tract 88.13; Franklin County; Ohio","2447",
"1400000US39049008821","Census Tract 88.21; Franklin County; Ohio","2597",
"1400000US39049008822","Census Tract 88.22; Franklin County; Ohio","4134",
"1400000US39049008825","Census Tract 88.25; Franklin County; Ohio","6468",
"1400000US39049008900","Census Tract 89; Franklin County; Ohio","5240",
"1400000US39049009000","Census Tract 90; Franklin County; Ohio","3644",
"1400000US39049009100","Census Tract 91; Franklin County; Ohio","5044",
"1400000US39049009220","Census Tract 92.20; Franklin County; Ohio","2613",
"1400000US39049009230","Census Tract 92.30; Franklin County; Ohio","5631",
"1400000US39049009240","Census Tract 92.40; Franklin County; Ohio","2052",
"1400000US39049009250","Census Tract 92.50; Franklin County; Ohio","2103",
"1400000US39049009251","Census Tract 92.51; Franklin County; Ohio","1169",
"1400000US39049009252","Census Tract 92.52; Franklin County; Ohio","2927",
"1400000US39049009311","Census Tract 93.11; Franklin County; Ohio","3325",
"1400000US39049009312","Census Tract 93.12; Franklin County; Ohio","3552",
"1400000US39049009321","Census Tract 93.21; Franklin County; Ohio","2457",
"1400000US39049009322","Census Tract 93.22; Franklin County; Ohio","3751",
"1400000US39049009323","Census Tract 93.23; Franklin County; Ohio","3828",
"1400000US39049009325","Census Tract 93.25; Franklin County; Ohio","4746",
"1400000US39049009326","Census Tract 93.26; Franklin County; Ohio","1686",
"1400000US39049009332","Census Tract 93.32; Franklin County; Ohio","3321",
"1400000US39049009334","Census Tract 93.34; Franklin County; Ohio","3160",
"1400000US39049009336","Census Tract 93.36; Franklin County; Ohio","2085",
"1400000US39049009337","Census Tract 93.37; Franklin County; Ohio","4416",
"1400000US39049009340","Census Tract 93.40; Franklin County; Ohio","3513",
"1400000US39049009350","Census Tract 93.50; Franklin County; Ohio","3046",
"1400000US39049009361","Census Tract 93.61; Franklin County; Ohio","5429",
"1400000US39049009372","Census Tract 93.72; Franklin County; Ohio","4613",
"1400000US39049009373","Census Tract 93.73; Franklin County; Ohio","6184",
"1400000US39049009381","Census Tract 93.81; Franklin County; Ohio","6424",
"1400000US39049009382","Census Tract 93.82; Franklin County; Ohio","3002",
"1400000US39049009383","Census Tract 93.83; Franklin County; Ohio","2636",
"1400000US39049009384","Census Tract 93.84; Franklin County; Ohio","2916",
"1400000US39049009385","Census Tract 93.85; Franklin County; Ohio","3907",
"1400000US39049009386","Census Tract 93.86; Franklin County; Ohio","3279",
"1400000US39049009390","Census Tract 93.90; Franklin County; Ohio","7155",
"1400000US39049009391","Census Tract 93.91; Franklin County; Ohio","5068",
"1400000US39049009392","Census Tract 93.92; Franklin County; Ohio","3750",
"1400000US39049009393","Census Tract 93.93; Franklin County; Ohio","3742",
"1400000US39049009394","Census Tract 93.94; Franklin County; Ohio","2014",
"1400000US39049009395","Census Tract 93.95; Franklin County; Ohio","4895",
"1400000US39049009396","Census Tract 93.96; Franklin County; Ohio","2825",
"1400000US39049009397","Census Tract 93.97; Franklin County; Ohio","2977",
"1400000US39049009401","Census Tract 94.01; Franklin County; Ohio","4626",
